Fluid,Property,Dataset,#T(K),P(MPa),H2(mol fraction),rho(kg/m3),Z,Visc(Pa s),Thermal Conductivity (W/K/m),Run,JT,w (ms-1),T (  C)
H2-C1,Density,Solbrig1963,205.4730278,14.912671,0.0903,117.8511833,,,,,,,-67.67697222
H2-C1,Density,Solbrig1963,222.0222334,13.593014,0.0903,100.3271938,,,,,,,-51.12776664
H2-C1,Density,Solbrig1963,222.0222334,16.261285,0.0903,117.7416432,,,,,,,-51.12776664
H2-C1,Density,Solbrig1963,238.7331555,14.691349,0.0903,100.1542781,,,,,,,-34.41684448
H2-C1,Density,Solbrig1963,238.7331555,17.569221,0.0903,117.5453965,,,,,,,-34.41684448
H2-C1,Density,Solbrig1963,255.414422,15.757968,0.0903,100.0007257,,,,,,,-17.73557796
H2-C1,Density,Solbrig1963,255.414422,20.25335,0.0903,124.8508319,,,,,,,-17.73557796
H2-C1,Density,Solbrig1963,271.9842334,20.25335,0.0903,117.2385592,,,,,,,-1.16576664
H2-C1,Density,Solbrig1963,288.6962666,21.553701,0.0903,117.0517647,,,,,,,15.54626664
H2-C1,Density,Solbrig1963,305.4108889,22.84371,0.0903,116.8631785,,,,,,,32.26088888
H2-C1,Density,Machad01988,130.014,5.338,0.091,344.674455,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,7.58,0.091,350.824238,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,9.66,0.091,355.8631883,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,13.394,0.091,364.3630913,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,17.756,0.091,373.9027929,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,20.626,0.091,378.7555595,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,26.005,0.091,386.2957934,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,29.318,0.091,390.3704497,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,9.377,0.1,351.2969406,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,9.515,0.1,355.1919064,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,9.722,0.1,358.7253749,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,10.342,0.1,362.3926335,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,11.445,0.1,367.9761725,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,12.41,0.1,371.7982579,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,15.168,0.1,375.8452494,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,19.167,0.1,380.9304504,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,28.131,0.1,390.4913048,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,35.784,0.1,397.3914932,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,42.334,0.1,402.6263682,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,48.884,0.1,407.3199232,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,54.468,0.1,411.2212797,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,60.812,0.1,415.4573058,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,68.396,0.1,419.9862302,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,76.118,0.1,425.0341124,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,85.081,0.1,430.4198271,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,91.907,0.1,434.1854741,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,99.698,0.1,438.0569103,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,104.318,0.1,439.9789632,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,23.028,0.288,318.3034739,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,24.132,0.288,320.9418182,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,28.889,0.288,328.3247354,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,30.888,0.288,330.9408326,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,37.025,0.288,337.5105163,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,44.057,0.288,344.3364411,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,50.332,0.288,349.8462256,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,56.261,0.288,354.6318433,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,63.018,0.288,359.7873029,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,70.947,0.288,365.3059833,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,76.463,0.288,369.8648507,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,84.53,0.288,374.3870746,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,90.114,0.288,377.5548566,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,96.251,0.288,380.7404682,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,103.214,0.288,383.9188869,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,28.82,0.77,122.0765218,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,30.475,0.77,125.4807669,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,32.13,0.77,128.8613849,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,33.715,0.77,131.8894508,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,37.576,0.77,138.061891,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,41.713,0.77,144.1870891,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,46.471,0.77,149.3932744,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,51.78,0.77,155.1087375,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,57.64,0.77,160.7645363,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,63.776,0.77,166.2346599,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,70.326,0.77,171.4092797,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,77.152,0.77,176.2028167,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,83.84,0.77,180.5293064,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,90.39,0.77,183.9113809,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,97.768,0.77,188.1828625,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,104.248,0.77,191.4263283,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,63.156,0.91,102.3326154,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,69.775,0.91,106.3527542,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,76.532,0.91,110.2178517,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,83.702,0.91,113.8541413,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,90.942,0.91,117.1997998,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,98.181,0.91,120.0714181,,,,,,,-143.136
H2-C1,Density,Machad01988,130.014,104.938,0.91,122.7784436,,,,,,,-143.136
H2-C1,Density,Machad01988,140.014,6.3,0.076,345.9598531,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,6.486,0.076,349.8632966,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,7.039,0.076,358.7722602,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,9.916,0.076,364.8464799,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,12.604,0.076,369.3816406,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,16.418,0.076,375.6162817,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,21.246,0.076,382.4552605,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,26.233,0.076,388.2854921,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,31.185,0.076,393.4365198,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,36.035,0.076,397.8363704,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,43.033,0.076,403.3868778,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,47.766,0.076,406.8164607,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,54.407,0.076,411.443312,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,60.097,0.076,415.2765285,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,73.793,0.076,424.0479062,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,82.033,0.076,429.0036951,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,88.027,0.076,432.484782,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,94.532,0.076,435.9974382,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,101.642,0.076,439.5418207,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,105.294,0.076,441.2641937,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,20.936,0.28,303.7516923,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,21.494,0.28,304.7449442,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,21.811,0.28,305.5442348,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,24.035,0.28,309.8815766,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,25.998,0.28,313.1656629,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,28.864,0.28,317.7987042,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,33.534,0.28,324.263041,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,40.67,0.28,332.6772475,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,47.772,0.28,339.8821747,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,54.599,0.28,345.9577384,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,61.323,0.28,351.4778068,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,69.397,0.28,357.4508763,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,76.603,0.28,362.5965941,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,85.133,0.28,368.0938203,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,94.944,0.28,373.8179574,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,103.074,0.28,378.2528879,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,106.12,0.28,379.7110352,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,26.671,0.591,176.2255484,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,28.023,0.591,180.8585192,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,29.242,0.591,184.9794336,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,32.101,0.591,191.6982247,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,35.194,0.591,197.9887893,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,41.414,0.591,207.7951006,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,48.833,0.591,218.9321153,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,55.432,0.591,226.7303114,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,61.515,0.591,233.0130436,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,68.832,0.591,239.6464824,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,76.486,0.591,245.9097628,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,84.084,0.591,251.6649787,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,91.236,0.591,256.4260956,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,99.401,0.591,261.4942494,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,104.941,0.591,264.5909153,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,106.817,0.591,265.6334327,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,25.373,0.714,127.9988533,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,26.2,0.714,130.222131,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,30.337,0.714,139.0959271,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,34.612,0.714,147.1108996,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,38.886,0.714,153.6978428,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,43.988,0.714,161.1604192,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,49.297,0.714,168.5227578,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,54.813,0.714,175.6380431,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,60.26,0.714,181.5250858,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,66.879,0.714,188.0841862,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,74.118,0.714,194.2922254,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,81.082,0.714,200.0438736,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,88.115,0.714,205.2829071,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,94.872,0.714,209.7912432,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,102.732,0.714,214.4333689,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,104.731,0.714,215.3680863,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,62.397,0.9,102.0111598,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,68.465,0.9,106.183998,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,74.877,0.9,110.1775758,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,81.634,0.9,113.9186938,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,93.906,0.9,119.9165176,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,98.664,0.9,122.0310548,,,,,,,-133.136
H2-C1,Density,Machad01988,140.014,105.421,0.9,124.7382056,,,,,,,-133.136
H2-C1,Density,Machad01988,159.214,9.041,0.1,320.2795826,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,9.984,0.1,323.021424,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,11.121,0.1,326.0500646,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,12.498,0.1,329.4471073,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,13.931,0.1,332.8021641,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,15.639,0.1,336.5740954,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,17.457,0.1,340.2979871,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,19.289,0.1,343.7012865,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,21.418,0.1,347.5277138,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,23.463,0.1,350.8927929,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,25.378,0.1,353.7500604,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,27.568,0.1,356.775923,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,30.089,0.1,359.9955739,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,32.197,0.1,362.5541715,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,34.594,0.1,365.1949413,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,37.17,0.1,368.0039213,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,40.174,0.1,370.9316172,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,43.342,0.1,374.0400092,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,46.965,0.1,377.3175949,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,51.14,0.1,380.6729244,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,55.673,0.1,384.3102769,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,60.784,0.1,388.1927136,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,66.502,0.1,392.3645914,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,72.826,0.1,396.8098658,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,80.061,0.1,401.544158,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,85.269,0.1,404.8531608,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,90.877,0.1,408.2513036,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,93.95,0.1,410.2303295,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,97.23,0.1,411.9386607,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,10.177,0.148,300.8898081,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,11.726,0.148,303.6767334,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,12.691,0.148,306.9064141,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,13.662,0.148,309.9645806,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,14.599,0.148,312.7618067,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,15.68,0.148,315.6741779,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,16.864,0.148,318.844972,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,18.256,0.148,322.1989896,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,19.571,0.148,325.1997485,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,21.045,0.148,328.3340934,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,22.747,0.148,331.6869078,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,24.648,0.148,335.2054144,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,26.37,0.148,338.1923049,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,28.353,0.148,341.3079517,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,30.571,0.148,344.5750234,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,33.064,0.148,348.0352844,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,36.646,0.148,351.2651275,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,39.222,0.148,355.4759105,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,41.964,0.148,358.4867945,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,44.967,0.148,361.6240064,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,48.356,0.148,364.9119268,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,52.09,0.148,368.4058873,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,56.292,0.148,372.0268492,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,60.907,0.148,375.9017117,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,66.046,0.148,379.9408068,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,71.744,0.148,384.2472695,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,75.939,0.148,387.2194067,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,80.39,0.148,390.3033114,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,85.171,0.148,393.5365022,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,90.407,0.148,396.8237066,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,95.946,0.148,400.1433606,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,101.899,0.148,403.472398,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,105.014,0.148,405.1460231,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,15.627,0.303,236.5660782,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,15.893,0.303,238.5327171,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,16.265,0.303,241.5818703,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,16.699,0.303,244.6795236,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,17.457,0.303,248.2594207,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,18.331,0.303,251.9563935,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,19.33,0.303,255.7928768,,,,,,,-113.936
H2-C1,Density,Machad01988,159.214,20.287,0.303,259.2455099,,,,,,,-113.936
