Fluid,Property,Dataset,#T(K),P(MPa),H2(mol fraction),rho(kg/m3),Z,Visc(Pa s),Thermal Conductivity (W/K/m),Run,JT,w (ms-1),T (  C)
H2-C1,w,Lozano2020,375,12.51196,0.050086,,,,,,,528.583,101.85
H2-C1,w,Lozano2020,375,14.49418,0.050086,,,,,,,536.523,101.85
H2-C1,w,Lozano2020,375,16.49553,0.050086,,,,,,,545.858,101.85
H2-C1,w,Lozano2020,375,18.329102,0.050086,,,,,,,555.48,101.85
H2-C1,w,Lozano2020,273.16,0.48194,0.099966,,,,,,,450.857,0.01
H2-C1,w,Lozano2020,273.16,0.97037,0.099966,,,,,,,449.306,0.01
H2-C1,w,Lozano2020,273.16,1.96211,0.099966,,,,,,,446.443,0.01
H2-C1,w,Lozano2020,273.16,2.93736,0.099966,,,,,,,444.065,0.01
H2-C1,w,Lozano2020,273.16,3.97724,0.099966,,,,,,,442.109,0.01
H2-C1,w,Lozano2020,273.16,4.97151,0.099966,,,,,,,440.89,0.01
H2-C1,w,Lozano2020,273.16,5.98632,0.099966,,,,,,,440.405,0.01
H2-C1,w,Lozano2020,273.16,6.99823,0.099966,,,,,,,440.782,0.01
H2-C1,w,Lozano2020,273.16,7.99875,0.099966,,,,,,,442.098,0.01
H2-C1,w,Lozano2020,273.16,9.00367,0.099966,,,,,,,444.454,0.01
H2-C1,w,Lozano2020,273.16,10.02703,0.099966,,,,,,,447.999,0.01
H2-C1,w,Lozano2020,273.16,10.98665,0.099966,,,,,,,452.421,0.01
H2-C1,w,Lozano2020,273.16,11.78485,0.099966,,,,,,,456.927,0.01
H2-C1,w,Lozano2020,273.16,12.5096,0.099966,,,,,,,461.669,0.01
H2-C1,w,Lozano2020,273.16,13.32894,0.099966,,,,,,,467.762,0.01
H2-C1,w,Lozano2020,273.16,14.0417,0.099966,,,,,,,473.672,0.01
H2-C1,w,Lozano2020,273.16,14.83328,0.099966,,,,,,,480.873,0.01
H2-C1,w,Lozano2020,273.16,15.54584,0.099966,,,,,,,487.885,0.01
H2-C1,w,Lozano2020,273.16,16.33184,0.099966,,,,,,,496.164,0.01
H2-C1,w,Lozano2020,273.16,17.02278,0.099966,,,,,,,503.851,0.01
H2-C1,w,Lozano2020,273.16,17.84943,0.099966,,,,,,,513.514,0.01
H2-C1,w,Lozano2020,273.16,18.52874,0.099966,,,,,,,521.777,0.01
H2-C1,w,Lozano2020,273.16,19.36566,0.099966,,,,,,,532.266,0.01
H2-C1,w,Lozano2020,273.16,20.19624,0.099966,,,,,,,542.942,0.01
H2-C1,w,Lozano2020,300,0.47257,0.099966,,,,,,,471.45,26.85
H2-C1,w,Lozano2020,300,0.96683,0.099966,,,,,,,470.549,26.85
H2-C1,w,Lozano2020,300,1.95056,0.099966,,,,,,,468.971,26.85
H2-C1,w,Lozano2020,300,2.96143,0.099966,,,,,,,467.777,26.85
H2-C1,w,Lozano2020,300,3.9667,0.099966,,,,,,,467.05,26.85
H2-C1,w,Lozano2020,300,4.97623,0.099966,,,,,,,466.832,26.85
H2-C1,w,Lozano2020,300,5.98327,0.099966,,,,,,,467.184,26.85
H2-C1,w,Lozano2020,300,6.98692,0.099966,,,,,,,468.134,26.85
H2-C1,w,Lozano2020,300,7.99063,0.099966,,,,,,,469.732,26.85
H2-C1,w,Lozano2020,300,9.00822,0.099966,,,,,,,472.045,26.85
H2-C1,w,Lozano2020,300,10.00703,0.099966,,,,,,,475.03,26.85
H2-C1,w,Lozano2020,300,10.99218,0.099966,,,,,,,478.679,26.85
H2-C1,w,Lozano2020,300,11.78796,0.099966,,,,,,,482.165,26.85
H2-C1,w,Lozano2020,300,12.50687,0.099966,,,,,,,485.706,26.85
H2-C1,w,Lozano2020,300,13.27081,0.099966,,,,,,,489.808,26.85
H2-C1,w,Lozano2020,300,14.00767,0.099966,,,,,,,494.223,26.85
H2-C1,w,Lozano2020,300,14.78674,0.099966,,,,,,,499.314,26.85
H2-C1,w,Lozano2020,300,15.46754,0.099966,,,,,,,504.098,26.85
H2-C1,w,Lozano2020,300,16.29921,0.099966,,,,,,,510.361,26.85
H2-C1,w,Lozano2020,300,17.01472,0.099966,,,,,,,516.086,26.85
H2-C1,w,Lozano2020,300,17.83146,0.099966,,,,,,,522.98,26.85
H2-C1,w,Lozano2020,300,18.52538,0.099966,,,,,,,529.139,26.85
H2-C1,w,Lozano2020,300,19.29316,0.099966,,,,,,,536.226,26.85
H2-C1,w,Lozano2020,300,19.62633,0.099966,,,,,,,539.385,26.85
H2-C1,w,Lozano2020,325,0.48312,0.099966,,,,,,,488.984,51.85
H2-C1,w,Lozano2020,325,0.98432,0.099966,,,,,,,488.534,51.85
H2-C1,w,Lozano2020,325,1.93362,0.099966,,,,,,,487.853,51.85
H2-C1,w,Lozano2020,325,2.97481,0.099966,,,,,,,487.481,51.85
H2-C1,w,Lozano2020,325,3.97419,0.099966,,,,,,,487.523,51.85
H2-C1,w,Lozano2020,325,4.94673,0.099966,,,,,,,487.942,51.85
H2-C1,w,Lozano2020,325,5.95494,0.099966,,,,,,,488.821,51.85
H2-C1,w,Lozano2020,325,6.97224,0.099966,,,,,,,490.172,51.85
H2-C1,w,Lozano2020,325,7.99075,0.099966,,,,,,,492.034,51.85
H2-C1,w,Lozano2020,325,8.97511,0.099966,,,,,,,494.316,51.85
H2-C1,w,Lozano2020,325,9.99517,0.099966,,,,,,,497.209,51.85
H2-C1,w,Lozano2020,325,10.98492,0.099966,,,,,,,500.529,51.85
H2-C1,w,Lozano2020,325,11.78936,0.099966,,,,,,,503.613,51.85
H2-C1,w,Lozano2020,325,12.50291,0.099966,,,,,,,506.62,51.85
H2-C1,w,Lozano2020,325,13.32487,0.099966,,,,,,,510.424,51.85
H2-C1,w,Lozano2020,325,14.00386,0.099966,,,,,,,513.823,51.85
H2-C1,w,Lozano2020,325,14.79585,0.099966,,,,,,,518.074,51.85
H2-C1,w,Lozano2020,325,15.50781,0.099966,,,,,,,522.168,51.85
H2-C1,w,Lozano2020,325,16.29524,0.099966,,,,,,,526.981,51.85
H2-C1,w,Lozano2020,325,17.02539,0.099966,,,,,,,531.692,51.85
H2-C1,w,Lozano2020,325,17.82071,0.099966,,,,,,,537.109,51.85
H2-C1,w,Lozano2020,325,18.51169,0.099966,,,,,,,542.02,51.85
H2-C1,w,Lozano2020,325,19.33709,0.099966,,,,,,,548.121,51.85
H2-C1,w,Lozano2020,325,20.11588,0.099966,,,,,,,554.076,51.85
H2-C1,w,Lozano2020,350,0.44374,0.099966,,,,,,,505.544,76.85
H2-C1,w,Lozano2020,350,1.93669,0.099966,,,,,,,505.381,76.85
H2-C1,w,Lozano2020,350,3.9316,0.099966,,,,,,,506.182,76.85
H2-C1,w,Lozano2020,350,5.94493,0.099966,,,,,,,508.383,76.85
H2-C1,w,Lozano2020,350,7.98214,0.099966,,,,,,,512.128,76.85
H2-C1,w,Lozano2020,350,9.97305,0.099966,,,,,,,517.281,76.85
H2-C1,w,Lozano2020,350,12.01615,0.099966,,,,,,,524.223,76.85
H2-C1,w,Lozano2020,350,13.91129,0.099966,,,,,,,532.096,76.85
H2-C1,w,Lozano2020,350,16.00345,0.099966,,,,,,,542.389,76.85
H2-C1,w,Lozano2020,350,18.01956,0.099966,,,,,,,553.756,76.85
H2-C1,w,Lozano2020,350,19.3515,0.099966,,,,,,,561.986,76.85
H2-C1,w,Lozano2020,375,0.49781,0.099966,,,,,,,521.072,101.85
H2-C1,w,Lozano2020,375,1.93382,0.099966,,,,,,,521.677,101.85
H2-C1,w,Lozano2020,375,3.94102,0.099966,,,,,,,523.391,101.85
H2-C1,w,Lozano2020,375,5.94221,0.099966,,,,,,,526.26,101.85
H2-C1,w,Lozano2020,375,7.96357,0.099966,,,,,,,530.32,101.85
H2-C1,w,Lozano2020,375,9.94891,0.099966,,,,,,,535.576,101.85
H2-C1,w,Lozano2020,375,11.96639,0.099966,,,,,,,542.12,101.85
H2-C1,w,Lozano2020,375,13.98667,0.099966,,,,,,,549.947,101.85
H2-C1,w,Lozano2020,375,16.00496,0.099966,,,,,,,558.921,101.85
H2-C1,w,Lozano2020,375,18.00068,0.099966,,,,,,,568.943,101.85
H2-C1,w,Lozano2020,375,19.4694,0.099966,,,,,,,576.959,101.85
H2-C1,w,Lozano2020,273.16,0.45721,0.500322,,,,,,,583.614,0.01
H2-C1,w,Lozano2020,273.16,0.95085,0.500322,,,,,,,584.503,0.01
H2-C1,w,Lozano2020,273.16,1.9327,0.500322,,,,,,,586.262,0.01
H2-C1,w,Lozano2020,273.16,2.90623,0.500322,,,,,,,588.22,0.01
H2-C1,w,Lozano2020,273.16,3.94951,0.500322,,,,,,,590.645,0.01
H2-C1,w,Lozano2020,273.16,4.9188,0.500322,,,,,,,593.214,0.01
H2-C1,w,Lozano2020,273.16,5.95601,0.500322,,,,,,,596.418,0.01
H2-C1,w,Lozano2020,273.16,6.95309,0.500322,,,,,,,599.744,0.01
H2-C1,w,Lozano2020,273.16,7.97987,0.500322,,,,,,,603.595,0.01
H2-C1,w,Lozano2020,273.16,8.97883,0.500322,,,,,,,607.646,0.01
H2-C1,w,Lozano2020,273.16,9.98797,0.500322,,,,,,,612.083,0.01
H2-C1,w,Lozano2020,273.16,10.99779,0.500322,,,,,,,616.861,0.01
H2-C1,w,Lozano2020,273.16,11.7558,0.500322,,,,,,,620.707,0.01
H2-C1,w,Lozano2020,273.16,12.4549,0.500322,,,,,,,624.386,0.01
H2-C1,w,Lozano2020,273.16,13.26532,0.500322,,,,,,,628.839,0.01
H2-C1,w,Lozano2020,273.16,13.94759,0.500322,,,,,,,632.736,0.01
H2-C1,w,Lozano2020,273.16,14.65163,0.500322,,,,,,,636.907,0.01
H2-C1,w,Lozano2020,273.16,15.50359,0.500322,,,,,,,642.123,0.01
H2-C1,w,Lozano2020,273.16,16.30589,0.500322,,,,,,,647.214,0.01
H2-C1,w,Lozano2020,273.16,17.00825,0.500322,,,,,,,651.82,0.01
H2-C1,w,Lozano2020,273.16,17.8128,0.500322,,,,,,,657.284,0.01
H2-C1,w,Lozano2020,273.16,18.51126,0.500322,,,,,,,662.098,0.01
H2-C1,w,Lozano2020,273.16,19.12728,0.500322,,,,,,,666.438,0.01
H2-C1,w,Lozano2020,273.16,20.01618,0.500322,,,,,,,672.844,0.01
H2-C1,w,Lozano2020,300,0.4398,0.500322,,,,,,,609.77,26.85
H2-C1,w,Lozano2020,300,1.09278,0.500322,,,,,,,611.355,26.85
H2-C1,w,Lozano2020,300,3.03834,0.500322,,,,,,,616.062,26.85
H2-C1,w,Lozano2020,300,5.12235,0.500322,,,,,,,622.049,26.85
H2-C1,w,Lozano2020,300,7.13158,0.500322,,,,,,,628.994,26.85
H2-C1,w,Lozano2020,300,9.17651,0.500322,,,,,,,637.026,26.85
H2-C1,w,Lozano2020,300,11.11824,0.500322,,,,,,,645.659,26.85
H2-C1,w,Lozano2020,300,13.15263,0.500322,,,,,,,655.647,26.85
H2-C1,w,Lozano2020,300,15.15777,0.500322,,,,,,,666.391,26.85
H2-C1,w,Lozano2020,300,17.17939,0.500322,,,,,,,678.04,26.85
H2-C1,w,Lozano2020,300,19.28692,0.500322,,,,,,,690.989,26.85
H2-C1,w,Lozano2020,325,0.47781,0.500322,,,,,,,632.47,51.85
H2-C1,w,Lozano2020,325,1.47888,0.500322,,,,,,,635.213,51.85
H2-C1,w,Lozano2020,325,3.45866,0.500322,,,,,,,640.871,51.85
H2-C1,w,Lozano2020,325,5.45123,0.500322,,,,,,,647.18,51.85
H2-C1,w,Lozano2020,325,7.44679,0.500322,,,,,,,654.364,51.85
H2-C1,w,Lozano2020,325,9.4723,0.500322,,,,,,,662.418,51.85
H2-C1,w,Lozano2020,325,11.45379,0.500322,,,,,,,671.099,51.85
H2-C1,w,Lozano2020,325,13.465,0.500322,,,,,,,680.807,51.85
H2-C1,w,Lozano2020,325,15.47644,0.500322,,,,,,,691.054,51.85
H2-C1,w,Lozano2020,325,17.51623,0.500322,,,,,,,702.078,51.85
H2-C1,w,Lozano2020,325,19.41718,0.500322,,,,,,,712.964,51.85
H2-C1,w,Maurer2021,349.99,0.50031,0.046324,,,,,,,492.476,76.84
H2-C1,w,Maurer2021,349.983,1.49913,0.046324,,,,,,,491.843,76.833
H2-C1,w,Maurer2021,349.978,2.50046,0.046324,,,,,,,491.525,76.828
H2-C1,w,Maurer2021,349.972,3.49868,0.046324,,,,,,,491.539,76.822
H2-C1,w,Maurer2021,349.961,4.50369,0.046324,,,,,,,491.905,76.811
H2-C1,w,Maurer2021,349.958,5.50113,0.046324,,,,,,,492.644,76.808
H2-C1,w,Maurer2021,349.951,6.50674,0.046324,,,,,,,493.779,76.801
H2-C1,w,Maurer2021,349.946,7.51028,0.046324,,,,,,,495.322,76.796
H2-C1,w,Maurer2021,349.94,8.5052,0.046324,,,,,,,497.264,76.79
H2-C1,w,Maurer2021,349.927,9.96904,0.046324,,,,,,,500.891,76.777
H2-C1,w,Maurer2021,325.011,0.49433,0.046324,,,,,,,476.264,51.861
H2-C1,w,Maurer2021,325.001,2.00419,0.046324,,,,,,,474.321,51.851
H2-C1,w,Maurer2021,324.992,3.50368,0.046324,,,,,,,473.225,51.842
H2-C1,w,Maurer2021,324.983,5.00762,0.046324,,,,,,,473.088,51.833
H2-C1,w,Maurer2021,324.974,6.51236,0.046324,,,,,,,474.013,51.824
H2-C1,w,Maurer2021,324.966,8.00949,0.046324,,,,,,,476.09,51.816
H2-C1,w,Maurer2021,324.958,9.50394,0.046324,,,,,,,479.49,51.808
H2-C1,w,Maurer2021,324.954,9.97764,0.046324,,,,,,,480.661,51.804
H2-C1,w,Maurer2021,299.959,0.49921,0.046324,,,,,,,458.916,26.809
H2-C1,w,Maurer2021,299.952,1.49592,0.046324,,,,,,,456.56,26.802
H2-C1,w,Maurer2021,299.946,2.49726,0.046324,,,,,,,454.601,26.796
H2-C1,w,Maurer2021,299.946,3.50607,0.046324,,,,,,,453.09,26.796
H2-C1,w,Maurer2021,299.94,4.5086,0.046324,,,,,,,452.101,26.79
H2-C1,w,Maurer2021,299.936,5.51274,0.046324,,,,,,,451.687,26.786
H2-C1,w,Maurer2021,299.93,6.50503,0.046324,,,,,,,451.902,26.78
H2-C1,w,Maurer2021,299.921,7.52406,0.046324,,,,,,,452.827,26.771
H2-C1,w,Maurer2021,299.916,8.50953,0.046324,,,,,,,454.461,26.766
H2-C1,w,Maurer2021,299.909,9.51684,0.046324,,,,,,,456.93,26.759
H2-C1,w,Maurer2021,299.907,10.00857,0.046324,,,,,,,458.441,26.757
H2-C1,w,Maurer2021,273.126,0.51407,0.046324,,,,,,,438.768,-0.024
H2-C1,w,Maurer2021,273.119,2.0235,0.046324,,,,,,,433.204,-0.031
H2-C1,w,Maurer2021,273.115,3.51935,0.046324,,,,,,,428.759,-0.035
H2-C1,w,Maurer2021,273.109,5.02417,0.046324,,,,,,,425.705,-0.041
H2-C1,w,Maurer2021,273.104,6.52377,0.046324,,,,,,,424.504,-0.046
H2-C1,w,Maurer2021,273.098,8.03855,0.046324,,,,,,,425.613,-0.052
H2-C1,w,Maurer2021,273.091,9.50657,0.046324,,,,,,,429.343,-0.059
H2-C1,w,Maurer2021,273.093,10.05802,0.046324,,,,,,,431.491,-0.057
H2-C1,w,Maurer2021,250.017,0.50001,0.046324,,,,,,,420.053,-23.133
H2-C1,w,Maurer2021,250.011,2.00896,0.046324,,,,,,,411.816,-23.139
H2-C1,w,Maurer2021,250.003,3.5062,0.046324,,,,,,,404.719,-23.147
H2-C1,w,Maurer2021,249.995,5.00885,0.046324,,,,,,,399.259,-23.155
H2-C1,w,Maurer2021,249.987,6.51553,0.046324,,,,,,,396.335,-23.163
H2-C1,w,Maurer2021,249.988,8.02696,0.046324,,,,,,,397.06,-23.162
H2-C1,w,Maurer2021,249.981,9.50802,0.046324,,,,,,,402.565,-23.169
H2-C1,w,Maurer2021,249.987,10.0066,0.046324,,,,,,,405.618,-23.163
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
