Fluid,Property,Dataset,#T(K),P(MPa),H2(mol fraction),rho(kg/m3),Z,Visc(Pa s),Thermal Conductivity (W/K/m),Run,JT,w (ms-1),T (  C)
H2-C1,Viscosity,Chuang1976.,223.158685,30.350891,0.787,,,0.000011087,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,40.442151,0.787,,,0.000012232,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,50.56847,0.787,,,0.000013282,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,273.15,0.407225,0.787,,,0.000009905,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,1.01325,0.787,,,0.000009915,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,2.025588,0.787,,,0.000009938,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,4.047934,0.787,,,0.000010023,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,10.116592,0.787,,,0.000010334,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,20.23977,0.787,,,0.000011021,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,30.346939,0.787,,,0.000011815,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,40.456134,0.787,,,0.000012649,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,50.563708,0.787,,,0.000013488,,,,,0
H2-C1,Viscosity,Chuang1976.,173.162685,0.405807,1,,,0.000006071,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,0.406009,0,,,0.000006672,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,0.406009,0.1942,,,0.000006819,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,1.013453,0.1942,,,0.000006908,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,3.541005,0.1942,,,0.000007765,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,198.161185,0.405401,0.1942,,,0.000007781,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,1.014061,0.1942,,,0.000007857,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,2.024777,0.1942,,,0.000008041,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,4.049352,0.1942,,,0.000008655,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,6.074839,0.1942,,,0.000009811,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,10.126927,0.1942,,,0.000014597,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,20.25426,0.1942,,,0.000025295,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,30.340049,0.1942,,,0.0000318,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,40.451878,0.1942,,,0.000037122,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,223.158685,0.40763,0.1942,,,0.000008696,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,1.014669,0.1942,,,0.000008758,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,2.024879,0.1942,,,0.000008911,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,4.04459,0.1942,,,0.0000094,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,6.068253,0.1942,,,0.000010122,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,10.116592,0.1942,,,0.000012446,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,20.260947,0.1942,,,0.000020415,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,30.371865,0.1942,,,0.00002645,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,40.388652,0.1942,,,0.00003139,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,50.563404,0.1942,,,0.000035451,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,273.15,0.406719,0.1942,,,0.000010399,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,1.01477,0.1942,,,0.000010445,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,2.026095,0.1942,,,0.000010584,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,4.04996,0.1942,,,0.00001092,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,6.074636,0.1942,,,0.000011353,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,10.115376,0.1942,,,0.000012506,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,20.241087,0.1942,,,0.000016593,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,30.350485,0.1942,,,0.000020895,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,40.466773,0.1942,,,0.000024733,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,50.518315,0.1942,,,0.000028419,,,,,0
H2-C1,Viscosity,Chuang1976.,173.162685,0.406111,0.3375,,,0.000006933,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,1.012743,0.3375,,,0.000007001,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,2.024777,0.3375,,,0.000007166,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,3.035494,0.3375,,,0.000007406,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,4.047022,0.3375,,,0.000007743,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,4.553242,0.3375,,,0.000007958,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,5.059056,0.3375,,,0.000008228,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,198.161185,0.406111,0.3375,,,0.000007886,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,1.014669,0.3375,,,0.000007947,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,2.025183,0.3375,,,0.000008092,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,4.049656,0.3375,,,0.000008511,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,6.068456,0.3375,,,0.000009173,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,10.118517,0.3375,,,0.000011286,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,20.238757,0.3375,,,0.000018055,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,30.355551,0.3375,,,0.000023494,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,40.485822,0.3375,,,0.000027777,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,223.158685,0.407225,0.3375,,,0.000008746,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,1.013858,0.3375,,,0.000008792,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,2.025892,0.3375,,,0.000008929,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,4.04996,0.3375,,,0.000009308,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,6.070482,0.3375,,,0.000009802,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,10.124394,0.3375,,,0.000011148,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,20.228219,0.3375,,,0.000015911,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,30.407734,0.3375,,,0.000020387,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,40.431005,0.3375,,,0.000024082,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,50.555703,0.3375,,,0.000027463,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,273.15,0.406516,0.3375,,,0.000010411,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,1.012642,0.3375,,,0.000010469,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,2.025892,0.3375,,,0.000010578,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,4.04915,0.3375,,,0.000010842,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,10.120037,0.3375,,,0.000011985,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,20.242506,0.3375,,,0.000014708,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,30.357274,0.3375,,,0.000017739,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,40.464747,0.3375,,,0.000020627,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,50.531183,0.3375,,,0.00002332,,,,,0
H2-C1,Viscosity,Chuang1976.,173.162685,0.405503,0.5337,,,0.000007029,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,1.012237,0.5337,,,0.000007081,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,2.025081,0.5337,,,0.000007195,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,4.051176,0.5337,,,0.000007544,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,6.073015,0.5337,,,0.000008021,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,10.1172,0.5337,,,0.000009438,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,14.164019,0.5337,,,0.00001125,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,20.23977,0.5337,,,0.000013947,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,30.350992,0.5337,,,0.000017849,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,40.4765,0.5337,,,0.000021156,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,45.526741,0.5337,,,0.000022679,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,198.161185,0.405503,0.5337,,,0.000007896,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,1.011831,0.5337,,,0.000007945,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,2.024474,0.5337,,,0.000008041,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,4.049859,0.5337,,,0.000008315,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,6.072813,0.5337,,,0.00000868,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,10.116896,0.5337,,,0.000009624,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,20.244228,0.5337,,,0.000012787,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,30.365481,0.5337,,,0.000015964,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,40.479641,0.5337,,,0.000018887,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,198.161185,50.586,0.5337,,,0.000021392,,,,,-74.988815
H2-C1,Viscosity,Chuang1976.,223.158685,0.406617,0.5337,,,0.00000877,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,1.013757,0.5337,,,0.000008805,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,2.022954,0.5337,,,0.000008883,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,4.049656,0.5337,,,0.000009054,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,6.068152,0.5337,,,0.000009291,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,10.127636,0.5337,,,0.000010108,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,20.241391,0.5337,,,0.000012417,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,30.362543,0.5337,,,0.000015126,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,40.471434,0.5337,,,0.000017456,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,223.158685,50.558946,0.5337,,,0.00001963,,,,,-49.991315
H2-C1,Viscosity,Chuang1976.,273.15,0.405401,0.5337,,,0.000010385,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,1.014061,0.5337,,,0.000010413,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,2.025081,0.5337,,,0.000010472,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,4.046313,0.5337,,,0.000010656,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,10.121658,0.5337,,,0.000011314,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,20.229536,0.5337,,,0.000012905,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,30.326674,0.5337,,,0.000014662,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,40.45887,0.5337,,,0.000016459,,,,,0
H2-C1,Viscosity,Chuang1976.,273.15,50.583973,0.5337,,,0.000018179,,,,,0
H2-C1,Viscosity,Chuang1976.,173.162685,0.406212,0.787,,,0.000006935,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,1.01325,0.787,,,0.000006955,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,2.025284,0.787,,,0.000007026,,,,,-99.987315
H2-C1,Viscosity,Chuang1976.,173.162685,4.048035,0.787,,,0.000007179,,,,,-99.987315
H2-C1,Viscosity,Adzumi1937,293.138,0.101,0,,,1.13E-05,,,,,19.988
H2-C1,Viscosity,Adzumi1937,293.138,0.101,0.3105,,,1.13E-05,,,,,19.988
H2-C1,Viscosity,Adzumi1937,293.138,0.101,0.5096,,,1.11E-05,,,,,19.988
H2-C1,Viscosity,Adzumi1937,293.138,0.101,0.6991,,,1.07E-05,,,,,19.988
H2-C1,Viscosity,Adzumi1937,293.138,0.101,0.7917,,,1.05E-05,,,,,19.988
H2-C1,Viscosity,Adzumi1937,293.138,0.101,1,,,9.24E-06,,,,,19.988
H2-C1,Viscosity,Adzumi1937,333.124,0.101,0.3105,,,1.25E-05,,,,,59.974
H2-C1,Viscosity,Adzumi1937,333.124,0.101,0.5096,,,1.23E-05,,,,,59.974
H2-C1,Viscosity,Adzumi1937,333.124,0.101,0.6991,,,1.19E-05,,,,,59.974
H2-C1,Viscosity,Adzumi1937,333.124,0.101,0.7917,,,1.16E-05,,,,,59.974
H2-C1,Viscosity,Adzumi1937,373.073995,0.101,0.3105,,,1.38E-05,,,,,99.923995
H2-C1,Viscosity,Adzumi1937,373.073995,0.101,0.5096,,,1.36E-05,,,,,99.923995
H2-C1,Viscosity,Adzumi1937,373.073995,0.101,0.6991,,,1.31E-05,,,,,99.923995
H2-C1,Viscosity,Adzumi1937,373.073995,0.101,0.7917,,,1.27E-05,,,,,99.923995
H2-C1,Viscosity,Kestin1983,296.67,0.858,0.2267,,,,0.05355,,,,23.52
H2-C1,Viscosity,Kestin1983,296.64,1.07,0.2267,,,,0.05348,,,,23.49
H2-C1,Viscosity,Kestin1983,296.76,1.35,0.2267,,,,0.05351,,,,23.61
H2-C1,Viscosity,Kestin1983,296.61,1.6,0.2267,,,,0.05378,,,,23.46
H2-C1,Viscosity,Kestin1983,296.73,1.85,0.2267,,,,0.05379,,,,23.58
H2-C1,Viscosity,Kestin1983,296.6,2.09,0.2267,,,,0.05379,,,,23.45
H2-C1,Viscosity,Kestin1983,296.74,2.35,0.2267,,,,0.05421,,,,23.59
H2-C1,Viscosity,Kestin1983,296.66,2.85,0.2267,,,,0.0544,,,,23.51
H2-C1,Viscosity,Kestin1983,296.64,3.85,0.2267,,,,0.05493,,,,23.49
H2-C1,Viscosity,Kestin1983,296.65,4.38,0.2267,,,,0.05527,,,,23.5
H2-C1,Viscosity,Kestin1983,296.61,4.86,0.2267,,,,0.05556,,,,23.46
H2-C1,Viscosity,Kestin1983,296.61,5.35,0.2267,,,,0.05588,,,,23.46
H2-C1,Viscosity,Kestin1983,296.64,5.85,0.2267,,,,0.05637,,,,23.49
H2-C1,Viscosity,Kestin1983,296.65,6.35,0.2267,,,,0.05677,,,,23.5
H2-C1,Viscosity,Kestin1983,296.71,6.85,0.2267,,,,0.05702,,,,23.56
H2-C1,Viscosity,Kestin1983,296.66,7.31,0.2267,,,,0.05721,,,,23.51
H2-C1,Viscosity,Kestin1983,296.68,7.85,0.2267,,,,0.05805,,,,23.53
H2-C1,Viscosity,Kestin1983,296.66,8.4,0.2267,,,,0.0581,,,,23.51
H2-C1,Viscosity,Kestin1983,296.4,1.85,0.628,,,,0.1032,,,,23.25
H2-C1,Viscosity,Kestin1983,296.49,2.1,0.628,,,,0.1037,,,,23.34
H2-C1,Viscosity,Kestin1983,296.62,2.35,0.628,,,,0.1034,,,,23.47
H2-C1,Viscosity,Kestin1983,296.43,2.59,0.628,,,,0.1032,,,,23.28
H2-C1,Viscosity,Kestin1983,296.75,2.85,0.628,,,,0.1033,,,,23.6
H2-C1,Viscosity,Kestin1983,296.58,3.1,0.628,,,,0.1036,,,,23.43
H2-C1,Viscosity,Kestin1983,296.63,3.36,0.628,,,,0.1036,,,,23.48
H2-C1,Viscosity,Kestin1983,296.59,3.61,0.628,,,,0.1034,,,,23.44
H2-C1,Viscosity,Kestin1983,296.8,4.1,0.628,,,,0.104,,,,23.65
H2-C1,Viscosity,Kestin1983,296.74,4.58,0.628,,,,0.1041,,,,23.59
H2-C1,Viscosity,Kestin1983,296.88,5.1,0.628,,,,0.104,,,,23.73
H2-C1,Viscosity,Kestin1983,296.79,5.6,0.628,,,,0.1042,,,,23.64
H2-C1,Viscosity,Kestin1983,296.78,6.1,0.628,,,,0.1048,,,,23.63
H2-C1,Viscosity,Kestin1983,297.01,6.59,0.628,,,,0.1049,,,,23.86
H2-C1,Viscosity,Kestin1983,297.03,7.07,0.628,,,,0.1053,,,,23.88
H2-C1,Viscosity,Kestin1983,297.31,7.43,0.628,,,,0.1057,,,,24.16
H2-C1,Viscosity,Kestin1983,296.39,1.85,0.8587,,,,0.1478,,,,23.24
H2-C1,Viscosity,Kestin1983,296.51,2.09,0.8587,,,,0.1484,,,,23.36
H2-C1,Viscosity,Kestin1983,296.41,2.34,0.8587,,,,0.1487,,,,23.26
H2-C1,Viscosity,Kestin1983,296.51,2.6,0.8587,,,,0.1485,,,,23.36
H2-C1,Viscosity,Kestin1983,296.54,2.85,0.8587,,,,0.1491,,,,23.39
H2-C1,Viscosity,Kestin1983,296.44,3.1,0.8587,,,,0.1488,,,,23.29
H2-C1,Viscosity,Kestin1983,296.49,3.35,0.8587,,,,0.1489,,,,23.34
H2-C1,Viscosity,Kestin1983,296.46,3.6,0.8587,,,,0.1495,,,,23.31
H2-C1,Viscosity,Kestin1983,296.58,4.35,0.8587,,,,0.1492,,,,23.43
H2-C1,Viscosity,Kestin1983,296.61,4.6,0.8587,,,,0.1496,,,,23.46
H2-C1,Viscosity,Kestin1983,296.58,5.1,0.8587,,,,0.1506,,,,23.43
H2-C1,Viscosity,Kestin1983,296.74,5.58,0.8587,,,,0.1508,,,,23.59
H2-C1,Viscosity,Kestin1983,296.82,6.1,0.8587,,,,0.1513,,,,23.67
H2-C1,Viscosity,Kestin1983,297.01,6.62,0.8587,,,,0.1517,,,,23.86
H2-C1,Viscosity,Kestin1983,296.93,7.1,0.8587,,,,0.1513,,,,23.78
H2-C1,Viscosity,Kestin1983,297.09,7.63,0.8587,,,,0.1516,,,,23.94
H2-C1,Viscosity,Kestin1982,295.15,0.1,0.3476,,,1.12E-05,,,,,22
H2-C1,Viscosity,Kestin1982,295.15,0.1,0.6852,,,1.08E-05,,,,,22
H2-C1,Viscosity,Kestin1982,303.15,0.1,0.3476,,,1.14E-05,,,,,30
H2-C1,Viscosity,Kestin1982,303.15,0.1,0.6852,,,1.10E-05,,,,,30
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
